data,predict,target
5,CARDINAL,DIGIT
V.,LETTERS,CARDINAL
II,ORDINAL,CARDINAL
1985,DATE,CARDINAL
PCl,VERBATIM,PLAIN
dmgH,LETTERS,VERBATIM
1,CARDINAL,DIGIT
1918,DATE,CARDINAL
40,CARDINAL,DIGIT
1920,CARDINAL,DATE
14,CARDINAL,DECIMAL
130,CARDINAL,DIGIT
2001,DATE,CARDINAL
fcb,VERBATIM,LETTERS
IV,LETTERS,ORDINAL
130,CARDINAL,DIGIT
2010,CARDINAL,DATE
tv,VERBATIM,LETTERS
2008,DATE,DIGIT
I.,LETTERS,ORDINAL
2013,DATE,CARDINAL
X.,ORDINAL,LETTERS
2015,DATE,DIGIT
I,CARDINAL,ORDINAL
xxx,VERBATIM,LETTERS
2010,DATE,CARDINAL
6,CARDINAL,DIGIT
1942,DATE,CARDINAL
1,CARDINAL,DIGIT
III,CARDINAL,ORDINAL
pdf,VERBATIM,LETTERS
I.,LETTERS,ORDINAL
sdB,LETTERS,VERBATIM
2006,DATE,DIGIT
47,CARDINAL,DIGIT
2005,DATE,CARDINAL
tv,LETTERS,VERBATIM
2012,DATE,CARDINAL
1869 ,DIGIT,DATE
1,CARDINAL,DIGIT
I,CARDINAL,ORDINAL
2013,DATE,CARDINAL
2008,DATE,CARDINAL
2014,DATE,CARDINAL
3,CARDINAL,DIGIT
28-Jul-200,DATE,ELECTRONIC
52,CARDINAL,DIGIT
3,CARDINAL,DIGIT
311012677,CARDINAL,DIGIT
2010,CARDINAL,DATE
38885,CARDINAL,DIGIT
2014,DATE,DIGIT
II,ORDINAL,CARDINAL
1949,DATE,CARDINAL
21,CARDINAL,DIGIT
707,CARDINAL,DIGIT
98,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
2,CARDINAL,DIGIT
11,CARDINAL,DIGIT
1980,DATE,DIGIT
2011,CARDINAL,DATE
1945,DATE,DIGIT
1909,DATE,DIGIT
fc,LETTERS,VERBATIM
2015,DATE,DIGIT
615,CARDINAL,DIGIT
1044,DATE,DIGIT
36,CARDINAL,DECIMAL
2010,DATE,CARDINAL
II,CARDINAL,ORDINAL
VII,CARDINAL,ORDINAL
2005,DATE,CARDINAL
2005,DATE,DIGIT
1974,DATE,CARDINAL
2009,DATE,DIGIT
2009,DATE,CARDINAL
1004104,DIGIT,CARDINAL
2014,DATE,CARDINAL
8,CARDINAL,DIGIT
I,CARDINAL,ORDINAL
xj,VERBATIM,LETTERS
2013,DATE,CARDINAL
XII,CARDINAL,ORDINAL
2,CARDINAL,DIGIT
2,CARDINAL,DIGIT
323,CARDINAL,DECIMAL
1992,DATE,DIGIT
II,CARDINAL,ORDINAL
III,CARDINAL,ORDINAL
2000,DATE,CARDINAL
1900,DATE,DIGIT
I,ORDINAL,CARDINAL
I,ORDINAL,CARDINAL
2005,DATE,DIGIT
1969,DATE,CARDINAL
stw,LETTERS,VERBATIM
2012,DATE,CARDINAL
116154,CARDINAL,DIGIT
1920,DATE,CARDINAL
16,CARDINAL,DIGIT
10234633,CARDINAL,DIGIT
2010,CARDINAL,DATE
KkQq,LETTERS,VERBATIM
4060002,CARDINAL,DIGIT
53427,CARDINAL,DIGIT
2007,DATE,CARDINAL
III,ORDINAL,CARDINAL
XXVII,CARDINAL,ORDINAL
br,LETTERS,PLAIN
1943,DATE,DIGIT
II,CARDINAL,ORDINAL
II,CARDINAL,ORDINAL
63,CARDINAL,DECIMAL
19,CARDINAL,DIGIT
pfctl,LETTERS,VERBATIM
2,CARDINAL,DIGIT
1912,DATE,CARDINAL
XVIII,CARDINAL,ORDINAL
4,CARDINAL,DIGIT
2014,DATE,CARDINAL
3,CARDINAL,DIGIT
2,DIGIT,CARDINAL
3,CARDINAL,DIGIT
1,CARDINAL,DIGIT
X,CARDINAL,ORDINAL
2009,CARDINAL,DATE
1,CARDINAL,DIGIT
4073,CARDINAL,DIGIT
1968,DATE,CARDINAL
1869,DATE,DIGIT
1990,DATE,CARDINAL
V.,LETTERS,ORDINAL
6,DIGIT,CARDINAL
1255,DATE,DIGIT
921,CARDINAL,DIGIT
19631,CARDINAL,DIGIT
xl,LETTERS,VERBATIM
3,DECIMAL,CARDINAL
IV,CARDINAL,LETTERS
4,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
1989,DATE,CARDINAL
tt,VERBATIM,LETTERS
db,VERBATIM,LETTERS
2015,DATE,DIGIT
2005,DATE,DIGIT
450 Millio,DECIMAL,MONEY
35,CARDINAL,DIGIT
2,CARDINAL,DIGIT
6,CARDINAL,DIGIT
2010,DATE,CARDINAL
63,CARDINAL,DIGIT
2006,DATE,CARDINAL
70,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
1970,DATE,CARDINAL
2014,CARDINAL,DATE
17,CARDINAL,DIGIT
XXII,ORDINAL,CARDINAL
2012,CARDINAL,DATE
-35 billio,MONEY,DECIMAL
1421,DATE,DIGIT
1759,DATE,DIGIT
117,DIGIT,CARDINAL
1952,DATE,CARDINAL
1000005836,CARDINAL,DIGIT
2003,DATE,CARDINAL
315,CARDINAL,DIGIT
2007,DATE,CARDINAL
2001,DATE,CARDINAL
III,ORDINAL,CARDINAL
126,CARDINAL,DIGIT
XIV,ORDINAL,CARDINAL
1945,DATE,CARDINAL
1980,DATE,CARDINAL
3712,CARDINAL,DIGIT
XXIV,ORDINAL,CARDINAL
1967,DATE,CARDINAL
5178,CARDINAL,DIGIT
II,ORDINAL,CARDINAL
I,CARDINAL,ORDINAL
2,CARDINAL,DIGIT
2011,DATE,CARDINAL
2004,DATE,CARDINAL
2007,CARDINAL,DATE
hr,LETTERS,PLAIN
2010,DATE,CARDINAL
2009,CARDINAL,DATE
1960,DATE,CARDINAL
2009,CARDINAL,DATE
100,CARDINAL,DIGIT
2004,DATE,DIGIT
I.,CARDINAL,LETTERS
II,CARDINAL,ORDINAL
2003,DATE,CARDINAL
1925,DATE,CARDINAL
2006,CARDINAL,DATE
2010,DATE,CARDINAL
130,CARDINAL,DECIMAL
2014,DATE,CARDINAL
10,CARDINAL,DIGIT
DR,PLAIN,LETTERS
1999,CARDINAL,DATE
IV,ORDINAL,CARDINAL
1850,DATE,DIGIT
V,ORDINAL,CARDINAL
III,CARDINAL,ORDINAL
10,CARDINAL,DIGIT
1961,DATE,DIGIT
mcfsr,PLAIN,LETTERS
fm,VERBATIM,LETTERS
9117240,CARDINAL,DIGIT
1929,DATE,CARDINAL
1951,DATE,CARDINAL
0-674-0024,TELEPHONE,ELECTRONIC
2,DIGIT,CARDINAL
2,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
tp,VERBATIM,LETTERS
I.,LETTERS,ORDINAL
2013,DATE,CARDINAL
1919,DATE,CARDINAL
1572,DATE,DIGIT
1994,DATE,CARDINAL
2016,DATE,CARDINAL
3,DIGIT,CARDINAL
8,CARDINAL,DIGIT
IV,LETTERS,ORDINAL
1991,DATE,CARDINAL
5,CARDINAL,DIGIT
I.,LETTERS,ORDINAL
bc,VERBATIM,LETTERS
II,CARDINAL,ORDINAL
CCVI,LETTERS,CARDINAL
dechristi,ELECTRONIC,PLAIN
12/2/1,FRACTION,DATE
IV,ORDINAL,CARDINAL
2013,CARDINAL,DATE
1998,DATE,CARDINAL
Gmtv,LETTERS,VERBATIM
1123,DATE,DIGIT
II,CARDINAL,ORDINAL
vfx,LETTERS,VERBATIM
2014,DATE,CARDINAL
II,CARDINAL,ORDINAL
68,CARDINAL,DIGIT
55260,CARDINAL,DIGIT
1942,DATE,DIGIT
I.,LETTERS,CARDINAL
168,CARDINAL,DIGIT
2015,DATE,DIGIT
3,CARDINAL,DIGIT
35,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
6,CARDINAL,DIGIT
XIII,ORDINAL,CARDINAL
II,CARDINAL,ORDINAL
3,CARDINAL,DIGIT
I.,LETTERS,CARDINAL
XXIII,ORDINAL,CARDINAL
1914,DATE,CARDINAL
1,CARDINAL,DIGIT
VIII,CARDINAL,ORDINAL
133,CARDINAL,DIGIT
1892,DATE,DIGIT
tv,LETTERS,VERBATIM
1912,DATE,CARDINAL
II,ORDINAL,CARDINAL
1928,CARDINAL,DATE
43,DIGIT,CARDINAL
1972,DATE,DIGIT
2004,DATE,CARDINAL
64,DIGIT,CARDINAL
2010,CARDINAL,DATE
Yr,LETTERS,PLAIN
60,CARDINAL,DIGIT
XVI,ORDINAL,CARDINAL
3938,DIGIT,CARDINAL
77,CARDINAL,DIGIT
2010,DATE,CARDINAL
II,CARDINAL,ORDINAL
8,CARDINAL,DIGIT
2007,DATE,DIGIT
1999,DATE,DIGIT
II,CARDINAL,ORDINAL
3,CARDINAL,DIGIT
8,CARDINAL,DECIMAL
11,CARDINAL,DIGIT
1989,DATE,CARDINAL
1996,DATE,CARDINAL
III,CARDINAL,ORDINAL
I.,LETTERS,CARDINAL
1996,DATE,DIGIT
2006,DATE,CARDINAL
5,CARDINAL,DIGIT
IV,ORDINAL,LETTERS
121,CARDINAL,DIGIT
2011,DATE,CARDINAL
200 millio,DECIMAL,MONEY
1999,DATE,CARDINAL
5298,CARDINAL,DIGIT
2007,DATE,CARDINAL
2,CARDINAL,DIGIT
1985,DATE,DIGIT
1917,DATE,CARDINAL
I,CARDINAL,ORDINAL
1990,DATE,DIGIT
1877,DATE,DIGIT
km,VERBATIM,LETTERS
II,CARDINAL,ORDINAL
ht,LETTERS,VERBATIM
br,LETTERS,PLAIN
2388,CARDINAL,DIGIT
I.,LETTERS,ORDINAL
2008,DATE,CARDINAL
7,CARDINAL,DECIMAL
304,CARDINAL,DIGIT
2019,CARDINAL,DATE
1972,DATE,CARDINAL
10901,CARDINAL,DIGIT
1959,DATE,CARDINAL
1999,DATE,CARDINAL
2009,DATE,CARDINAL
I.,LETTERS,ORDINAL
2010,DATE,CARDINAL
1920,DATE,CARDINAL
3,CARDINAL,DIGIT
cr,LETTERS,VERBATIM
2014,CARDINAL,DATE
2007,CARDINAL,DATE
2,CARDINAL,DIGIT
2008,DATE,CARDINAL
XVI,CARDINAL,ORDINAL
1979,CARDINAL,DATE
4,CARDINAL,DIGIT
16,CARDINAL,DIGIT
1986,DATE,DIGIT
175,CARDINAL,DIGIT
S.H.I.E.L.,PLAIN,LETTERS
I,CARDINAL,ORDINAL
V.,ORDINAL,LETTERS
800706,CARDINAL,DIGIT
1893,DATE,DIGIT
HR5,ADDRESS,VERBATIM
XII,ORDINAL,CARDINAL
649,CARDINAL,DIGIT
2010,CARDINAL,DATE
20048,CARDINAL,DIGIT
1901,DATE,CARDINAL
4,CARDINAL,DIGIT
105,CARDINAL,DIGIT
X.,LETTERS,ORDINAL
2,CARDINAL,DIGIT
III,CARDINAL,ORDINAL
DR,LETTERS,PLAIN
101,CARDINAL,DIGIT
1978,DATE,DIGIT
629,CARDINAL,DIGIT
1911,DATE,DIGIT
94,CARDINAL,DIGIT
I,CARDINAL,ORDINAL
25,CARDINAL,DIGIT
2,CARDINAL,DIGIT
1967,DATE,CARDINAL
2,CARDINAL,DIGIT
fx,LETTERS,VERBATIM
21,CARDINAL,DIGIT
46,CARDINAL,DIGIT
52,CARDINAL,DECIMAL
lp,VERBATIM,LETTERS
7076,DIGIT,CARDINAL
II,CARDINAL,ORDINAL
7,CARDINAL,DIGIT
2,CARDINAL,DIGIT
xt,VERBATIM,LETTERS
81,CARDINAL,DECIMAL
mdn,VERBATIM,LETTERS
III,CARDINAL,ORDINAL
1963,DATE,CARDINAL
31,CARDINAL,DIGIT
2008,DATE,CARDINAL
223,CARDINAL,DECIMAL
8,CARDINAL,DIGIT
2002,DATE,CARDINAL
2012,CARDINAL,DATE
1,CARDINAL,DIGIT
59840,CARDINAL,DIGIT
5002,CARDINAL,DIGIT
dc,LETTERS,VERBATIM
II,CARDINAL,ORDINAL
II,CARDINAL,ORDINAL
2,CARDINAL,DIGIT
1903,DATE,CARDINAL
2000,DATE,CARDINAL
2,CARDINAL,DIGIT
2,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
I,CARDINAL,ORDINAL
1053,DATE,DIGIT
47,CARDINAL,DIGIT
1979,DATE,CARDINAL
10 A.D.,TIME,DATE
bt,LETTERS,VERBATIM
swf,LETTERS,VERBATIM
1983,CARDINAL,DATE
2005,CARDINAL,DATE
78180,DIGIT,CARDINAL
XXVIII,CARDINAL,ORDINAL
2,DIGIT,CARDINAL
2011,DATE,CARDINAL
2013,DATE,CARDINAL
2009,CARDINAL,DATE
2009,DATE,CARDINAL
1985,DATE,CARDINAL
mr,PLAIN,LETTERS
III,CARDINAL,ORDINAL
68,CARDINAL,DECIMAL
bytes/seco,ELECTRONIC,MEASURE
6,CARDINAL,DIGIT
2007,DATE,DIGIT
51,CARDINAL,DIGIT
1991,DATE,CARDINAL
2013,DATE,CARDINAL
229 / 230,TELEPHONE,FRACTION
2013,DATE,CARDINAL
2,CARDINAL,DIGIT
I.,LETTERS,CARDINAL
407,CARDINAL,DIGIT
4,CARDINAL,DIGIT
1979,DATE,CARDINAL
1929,DATE,CARDINAL
I,ORDINAL,CARDINAL
3,CARDINAL,DIGIT
1999,DATE,CARDINAL
1,CARDINAL,DIGIT
5,CARDINAL,DIGIT
12,CARDINAL,DIGIT
331,DECIMAL,CARDINAL
2010,DATE,CARDINAL
II,CARDINAL,ORDINAL
2013,DATE,CARDINAL
2015,CARDINAL,DATE
73562,DIGIT,CARDINAL
1967,DATE,DIGIT
Nrxn,LETTERS,VERBATIM
2003,DATE,CARDINAL
I,ORDINAL,CARDINAL
XXIX,CARDINAL,ORDINAL
707,CARDINAL,DIGIT
4,CARDINAL,DIGIT
2011,DATE,CARDINAL
4,CARDINAL,DIGIT
221,CARDINAL,DECIMAL
1,CARDINAL,DIGIT
xx,VERBATIM,LETTERS
2012,CARDINAL,DATE
1,CARDINAL,DIGIT
446,CARDINAL,DIGIT
2,CARDINAL,DIGIT
2004,CARDINAL,DATE
II,CARDINAL,ORDINAL
2015,CARDINAL,DATE
XII,CARDINAL,ORDINAL
I,ORDINAL,PLAIN
2002,DATE,CARDINAL
1921,DATE,DIGIT
2003,DATE,CARDINAL
1988,DATE,CARDINAL
2011,DATE,CARDINAL
Gmbh,LETTERS,VERBATIM
tpr,VERBATIM,LETTERS
XII,ORDINAL,CARDINAL
2001,DATE,CARDINAL
2,CARDINAL,DIGIT
1,CARDINAL,DIGIT
I,ORDINAL,CARDINAL
1912,DATE,CARDINAL
2011,CARDINAL,DATE
IV,LETTERS,ORDINAL
7,CARDINAL,DIGIT
III,CARDINAL,ORDINAL
1912,DATE,CARDINAL
4004,CARDINAL,DIGIT
2006,DATE,CARDINAL
0195138864,TELEPHONE,DIGIT
2003,DATE,DIGIT
2007,DATE,CARDINAL
2015,DATE,CARDINAL
138,CARDINAL,DIGIT
50,CARDINAL,DIGIT
1985,DATE,CARDINAL
3719,CARDINAL,DIGIT
Advertisin,PLAIN,ELECTRONIC
2,CARDINAL,DIGIT
1941,DATE,CARDINAL
2014,DATE,DIGIT
II,CARDINAL,ORDINAL
1,CARDINAL,DIGIT
1934,DATE,DIGIT
1993,DATE,CARDINAL
1988,DATE,CARDINAL
497,CARDINAL,DIGIT
15,CARDINAL,DIGIT
risa,LETTERS,PLAIN
gcvs,LETTERS,VERBATIM
MITRE,LETTERS,PLAIN
6,CARDINAL,DIGIT
X,ORDINAL,CARDINAL
II,ORDINAL,CARDINAL
2,CARDINAL,DIGIT
hr,LETTERS,PLAIN
39002,DIGIT,CARDINAL
24,CARDINAL,DIGIT
2010,CARDINAL,DATE
2,CARDINAL,DIGIT
1932,DATE,CARDINAL
2000,CARDINAL,DATE
1341,DATE,DIGIT
2013,DATE,DIGIT
3,CARDINAL,DIGIT
2006,DATE,CARDINAL
VIII,CARDINAL,ORDINAL
39,CARDINAL,DIGIT
1969,DATE,CARDINAL
2011,DATE,DIGIT
495,CARDINAL,DIGIT
DR,LETTERS,PLAIN
2000,CARDINAL,DATE
2,CARDINAL,DIGIT
1945,DATE,DIGIT
4,CARDINAL,DIGIT
db,VERBATIM,LETTERS
nd,VERBATIM,LETTERS
V.,LETTERS,ORDINAL
1942,CARDINAL,DATE
20933,CARDINAL,DIGIT
0,CARDINAL,DIGIT
2006,DATE,CARDINAL
1,CARDINAL,DIGIT
/978-90-48,TELEPHONE,ELECTRONIC
1984,DATE,CARDINAL
I.,CARDINAL,LETTERS
2010,CARDINAL,DATE
nd,LETTERS,VERBATIM
12,CARDINAL,DIGIT
3,CARDINAL,DIGIT
ʻokina,LETTERS,PLAIN
II,CARDINAL,ORDINAL
I.,LETTERS,ORDINAL
bns,LETTERS,VERBATIM
II,CARDINAL,ORDINAL
70,CARDINAL,DECIMAL
1911,DATE,CARDINAL
2,CARDINAL,DIGIT
I,CARDINAL,ORDINAL
2014,DATE,DIGIT
2,DIGIT,CARDINAL
1,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
2009,CARDINAL,DATE
XII,CARDINAL,ORDINAL
2,CARDINAL,DIGIT
3968,DIGIT,CARDINAL
1953,DATE,DIGIT
I,CARDINAL,ORDINAL
2005,DATE,CARDINAL
II,CARDINAL,ORDINAL
2009,DATE,CARDINAL
1990,DATE,CARDINAL
4,CARDINAL,DIGIT
128,CARDINAL,DIGIT
10 hours/w,ELECTRONIC,MEASURE
1987,DATE,CARDINAL
1975,DATE,CARDINAL
847,CARDINAL,DIGIT
1040,DATE,DIGIT
I.,LETTERS,ORDINAL
62,CARDINAL,DIGIT
2009,DATE,CARDINAL
2012,DATE,CARDINAL
XVIII,ORDINAL,CARDINAL
1998,DATE,CARDINAL
264,CARDINAL,DIGIT
274,CARDINAL,DIGIT
tcl,LETTERS,VERBATIM
RD,PLAIN,LETTERS
298,CARDINAL,DIGIT
I,CARDINAL,ORDINAL
2007,DATE,CARDINAL
4566782,CARDINAL,DIGIT
3799520090,CARDINAL,DIGIT
tv,VERBATIM,LETTERS
I,CARDINAL,ORDINAL
1,CARDINAL,DIGIT
III,ORDINAL,CARDINAL
I,CARDINAL,ORDINAL
V,ORDINAL,CARDINAL
III,ORDINAL,CARDINAL
2012,DATE,CARDINAL
X,ORDINAL,CARDINAL
2010,CARDINAL,DATE
2,CARDINAL,DIGIT
I,CARDINAL,ORDINAL
1929,DATE,CARDINAL
41045,CARDINAL,DIGIT
2011-01-18,DATE,ELECTRONIC
145,CARDINAL,DIGIT
I,CARDINAL,ORDINAL
V.,LETTERS,ORDINAL
3,CARDINAL,DIGIT
2007,CARDINAL,DATE
2,CARDINAL,DIGIT
IV,LETTERS,ORDINAL
4,CARDINAL,DIGIT
7131,DIGIT,CARDINAL
I.,LETTERS,CARDINAL
III,CARDINAL,ORDINAL
1994,DATE,DIGIT
pcd,VERBATIM,LETTERS
411,CARDINAL,DIGIT
2002,DATE,CARDINAL
II,CARDINAL,ORDINAL
II,CARDINAL,ORDINAL
Mon,LETTERS,PLAIN
10,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
XII,ORDINAL,CARDINAL
16,CARDINAL,DIGIT
nFE,VERBATIM,LETTERS
2009,CARDINAL,DATE
1974,DATE,CARDINAL
pc,LETTERS,VERBATIM
1939,DATE,CARDINAL
IV,ORDINAL,LETTERS
6,DIGIT,CARDINAL
XI,ORDINAL,CARDINAL
X,ORDINAL,CARDINAL
2004,DATE,CARDINAL
1943,DATE,CARDINAL
2002,DATE,DIGIT
13017,CARDINAL,DIGIT
4300,CARDINAL,DIGIT
hr,LETTERS,PLAIN
ks,VERBATIM,LETTERS
II,CARDINAL,ORDINAL
4,CARDINAL,DIGIT
2011,DATE,DIGIT
3,CARDINAL,DIGIT
2013,DATE,CARDINAL
V.,LETTERS,ORDINAL
4,CARDINAL,DIGIT
2007,CARDINAL,DATE
3135173,CARDINAL,DIGIT
cll,LETTERS,PLAIN
4,CARDINAL,DIGIT
92084,CARDINAL,VERBATIM
3,CARDINAL,DIGIT
51,CARDINAL,DIGIT
10,CARDINAL,DIGIT
7,CARDINAL,DIGIT
896,CARDINAL,DIGIT
I.,LETTERS,ORDINAL
2008,DATE,CARDINAL
60,CARDINAL,DIGIT
1,CARDINAL,DIGIT
206,CARDINAL,DIGIT
2005,DATE,CARDINAL
13 jun.,MEASURE,DATE
2012,DATE,CARDINAL
1995,DATE,DIGIT
2010,CARDINAL,DATE
2155,DIGIT,CARDINAL
2,CARDINAL,DIGIT
1925,DATE,DIGIT
1,CARDINAL,DIGIT
5,CARDINAL,DIGIT
1,CARDINAL,DIGIT
1998,DATE,DIGIT
2010,DATE,CARDINAL
14001,CARDINAL,DIGIT
III,CARDINAL,ORDINAL
107,CARDINAL,DECIMAL
1314,DATE,DIGIT
99,CARDINAL,DIGIT
Ese'ese,PLAIN,LETTERS
IV,ORDINAL,LETTERS
432,DIGIT,CARDINAL
1958,DATE,CARDINAL
9,CARDINAL,DIGIT
2010,CARDINAL,DATE
62,CARDINAL,DIGIT
400,CARDINAL,DIGIT
2011,CARDINAL,DATE
3,CARDINAL,DIGIT
2001,DATE,CARDINAL
2010,CARDINAL,DATE
1999,DATE,CARDINAL
2006,DATE,CARDINAL
9,CARDINAL,DIGIT
X,CARDINAL,ORDINAL
6,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
VII's,ORDINAL,CARDINAL
3,DECIMAL,CARDINAL
1,CARDINAL,DIGIT
2007,CARDINAL,DATE
jTBC,LETTERS,VERBATIM
I.,LETTERS,ORDINAL
byP,LETTERS,PLAIN
I,CARDINAL,ORDINAL
mst,VERBATIM,LETTERS
1,CARDINAL,DIGIT
2002,DATE,CARDINAL
2000,DATE,CARDINAL
36,CARDINAL,DIGIT
9,CARDINAL,DIGIT
1,CARDINAL,DIGIT
42,CARDINAL,DIGIT
1912,DATE,CARDINAL
1945,DATE,DIGIT
3,CARDINAL,DIGIT
III,ORDINAL,CARDINAL
2006,DATE,CARDINAL
1944,DATE,CARDINAL
op,PLAIN,LETTERS
mr,PLAIN,LETTERS
mdbs,LETTERS,VERBATIM
hw,LETTERS,VERBATIM
70,CARDINAL,DIGIT
2009,CARDINAL,DATE
1955,DATE,CARDINAL
1951,DATE,CARDINAL
II,CARDINAL,ORDINAL
20,CARDINAL,DIGIT
III,CARDINAL,ORDINAL
222,CARDINAL,DIGIT
2002,DATE,CARDINAL
8,CARDINAL,DIGIT
pdf,VERBATIM,LETTERS
1997,DATE,DIGIT
2003,DATE,CARDINAL
124,CARDINAL,DIGIT
2002,DATE,DIGIT
2010,DATE,CARDINAL
xm,LETTERS,VERBATIM
92.3 milli,DECIMAL,MONEY
2,CARDINAL,DIGIT
2,CARDINAL,DIGIT
I.,LETTERS,CARDINAL
2012,DATE,CARDINAL
2006,DATE,CARDINAL
3,DECIMAL,CARDINAL
2011,CARDINAL,DATE
2006,DATE,DIGIT
2,CARDINAL,DIGIT
1,DIGIT,CARDINAL
X.,LETTERS,ORDINAL
1871,DATE,DIGIT
1710.00 cr,MEASURE,MONEY
1800,DATE,DIGIT
35,CARDINAL,DIGIT
000062,DIGIT,TELEPHONE
1124,DATE,DIGIT
624,CARDINAL,DECIMAL
624,CARDINAL,DIGIT
IV,ORDINAL,CARDINAL
2,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
1944,DATE,DIGIT
1947,CARDINAL,DATE
7078,CARDINAL,DIGIT
1,CARDINAL,DIGIT
gns,LETTERS,VERBATIM
207,CARDINAL,DIGIT
IV,ORDINAL,LETTERS
101,CARDINAL,DIGIT
VIII,CARDINAL,ORDINAL
21,CARDINAL,DIGIT
760096799,CARDINAL,DIGIT
II,CARDINAL,ORDINAL
1612,DATE,DIGIT
II,CARDINAL,ORDINAL
2,DIGIT,CARDINAL
II,CARDINAL,ORDINAL
III,ORDINAL,CARDINAL
2008,DATE,CARDINAL
bpm,VERBATIM,LETTERS
125,CARDINAL,DIGIT
2009,DATE,DIGIT
1075,DATE,DIGIT
2013,DATE,CARDINAL
1958,DATE,CARDINAL
4632,DIGIT,CARDINAL
707,DIGIT,CARDINAL
2003,DATE,CARDINAL
380,CARDINAL,DIGIT
2,CARDINAL,DIGIT
2,CARDINAL,DIGIT
6,CARDINAL,DECIMAL
js,VERBATIM,LETTERS
264,CARDINAL,DIGIT
1995,DATE,CARDINAL
XV,CARDINAL,ORDINAL
II,CARDINAL,ORDINAL
2014,CARDINAL,DATE
2,CARDINAL,DIGIT
1980,DATE,CARDINAL
2015,DATE,CARDINAL
12293 / 12,TELEPHONE,FRACTION
II,CARDINAL,ORDINAL
1,CARDINAL,DIGIT
2012,DATE,DIGIT
V.,ORDINAL,LETTERS
1999,DATE,DIGIT
II,CARDINAL,ORDINAL
77002,CARDINAL,VERBATIM
I,ORDINAL,CARDINAL
78,CARDINAL,DIGIT
2005,CARDINAL,DATE
6,CARDINAL,DIGIT
7,CARDINAL,DIGIT
405,CARDINAL,DIGIT
3,CARDINAL,DIGIT
XII,ORDINAL,CARDINAL
0401017,TELEPHONE,DIGIT
I,CARDINAL,ORDINAL
21,CARDINAL,DIGIT
09,DIGIT,CARDINAL
VII,CARDINAL,ORDINAL
2012,DATE,CARDINAL
pc,VERBATIM,LETTERS
575,CARDINAL,DECIMAL
I.,LETTERS,ORDINAL
4,DIGIT,CARDINAL
4,CARDINAL,DIGIT
9004235965,DIGIT,CARDINAL
LOGOONLINE,LETTERS,ELECTRONIC
2012,DATE,CARDINAL
1997,DATE,CARDINAL
03,CARDINAL,DIGIT
61,CARDINAL,DECIMAL
489101-489,CARDINAL,TELEPHONE
9,CARDINAL,DECIMAL
2011,DATE,CARDINAL
II,CARDINAL,ORDINAL
III,CARDINAL,ORDINAL
2008,DATE,CARDINAL
2000,DATE,CARDINAL
3,CARDINAL,DIGIT
X,CARDINAL,ORDINAL
III,CARDINAL,ORDINAL
2009,CARDINAL,DATE
78,CARDINAL,DIGIT
I,ORDINAL,CARDINAL
2012,DATE,CARDINAL
2011,CARDINAL,DATE
2013,DATE,CARDINAL
9,CARDINAL,DIGIT
33-,CARDINAL,DIGIT
83525,CARDINAL,DIGIT
2001,DATE,DIGIT
V.,ORDINAL,LETTERS
0172907495,TELEPHONE,DIGIT
4,DIGIT,CARDINAL
II,CARDINAL,ORDINAL
2000,DATE,CARDINAL
II,CARDINAL,ORDINAL
2009,DATE,CARDINAL
1918,DATE,DIGIT
2 9/10,DATE,FRACTION
VIII,ORDINAL,CARDINAL
II,CARDINAL,ORDINAL
jw,LETTERS,VERBATIM
sr,PLAIN,LETTERS
364,CARDINAL,DECIMAL
1,CARDINAL,DIGIT
1978,DATE,CARDINAL
X,CARDINAL,ORDINAL
2011,CARDINAL,DATE
2010,CARDINAL,DATE
2003,DATE,DIGIT
3,CARDINAL,DIGIT
96,CARDINAL,DIGIT
65,CARDINAL,DIGIT
1966,DATE,CARDINAL
41,CARDINAL,DIGIT
1996,DATE,DIGIT
2011,DATE,CARDINAL
2011,DATE,CARDINAL
2000,DATE,CARDINAL
1938,DATE,DIGIT
8004131,CARDINAL,DIGIT
200,CARDINAL,DIGIT
2,CARDINAL,DIGIT
III,CARDINAL,ORDINAL
1999,DATE,CARDINAL
1911,DATE,CARDINAL
1924,DATE,DIGIT
18,CARDINAL,DIGIT
16,CARDINAL,DIGIT
IV,LETTERS,ORDINAL
3,CARDINAL,DIGIT
2005,DATE,CARDINAL
ST,LETTERS,PLAIN
IX,ORDINAL,CARDINAL
308,CARDINAL,DIGIT
10,CARDINAL,DIGIT
SO,PLAIN,LETTERS
1,CARDINAL,DIGIT
1984,CARDINAL,DATE
2014,CARDINAL,DATE
2000,CARDINAL,DATE
767,CARDINAL,DIGIT
2008,DATE,DIGIT
1180,DATE,DIGIT
9,CARDINAL,DECIMAL
xxx,VERBATIM,LETTERS
433,CARDINAL,DIGIT
2002,DATE,CARDINAL
2004,DATE,CARDINAL
37,CARDINAL,DIGIT
https,LETTERS,VERBATIM
